MATCH_ID,PARTICIPANT_POS_ID,MINUTE,TEAM,CHAMPION_ROLE,CHAMPION_NAME,GOLD_DIFF,XP_DIFF
EUW1_7707883429,8,10,RED,MIDDLE,VIKTOR,-982,-649
EUW1_7707883429,5,15,BLUE,SUPPORT,NEEKO,425,548
EUW1_7707883429,2,20,BLUE,JUNGLE,NUNU,-498,-749
EUW1_7707883429,9,20,RED,BOTTOM,KAISA,2550,1803
EUW1_7707883429,6,25,RED,TOP,JAX,788,283
EUW1_7707980787,6,5,RED,TOP,ORNN,142,279
EUW1_7707980787,3,10,BLUE,MIDDLE,GALIO,366,164
EUW1_7707980787,10,10,RED,SUPPORT,TRUNDLE,501,-227
EUW1_7707980787,7,15,RED,JUNGLE,HECARIM,1319,1819
EUW1_7707980787,4,20,BLUE,BOTTOM,JINX,1127,-979
EUW1_7707980787,1,25,BLUE,TOP,GWEN,825,1808
EUW1_7707980787,8,25,RED,MIDDLE,SYLAS,-1701,-472
EUW1_7707980787,5,30,BLUE,SUPPORT,FIDDLESTICKS,1092,1642
EUW1_7707980787,2,35,BLUE,JUNGLE,VIEGO,423,-2666
EUW1_7707980787,9,35,RED,BOTTOM,SMOLDER,619,2257
EUW1_7708070130,4,5,BLUE,BOTTOM,VARUS,95,-162
EUW1_7708070130,1,10,BLUE,TOP,URGOT,1702,1524
EUW1_7708070130,8,10,RED,MIDDLE,KAYLE,-1109,-1147
EUW1_7708070130,5,15,BLUE,SUPPORT,RELL,21,236
EUW1_7708070130,2,20,BLUE,JUNGLE,KAYN,1646,1770
EUW1_7708070130,9,20,RED,BOTTOM,KAISA,1401,1502
EUW1_7708018269,4,5,BLUE,BOTTOM,JINX,-649,-35
EUW1_7708018269,1,10,BLUE,TOP,GNAR,1983,1060
EUW1_7708018269,8,10,RED,MIDDLE,NEEKO,-1063,-217
EUW1_7708018269,5,15,BLUE,SUPPORT,THRESH,1165,2095
EUW1_7708006867,2,5,BLUE,JUNGLE,VIEGO,-128,55
EUW1_7708006867,9,5,RED,BOTTOM,CAITLYN,72,22
EUW1_7708006867,6,10,RED,TOP,RUMBLE,-222,-170
EUW1_7708006867,3,15,BLUE,MIDDLE,ORIANNA,-873,-426
EUW1_7708006867,10,15,RED,SUPPORT,KARMA,-748,193
EUW1_7708006867,7,20,RED,JUNGLE,TALON,2378,1876
EUW1_7708006867,4,25,BLUE,BOTTOM,VARUS,-2870,-1741
EUW1_7707990725,1,5,BLUE,TOP,VAYNE,-119,-28
EUW1_7707990725,8,5,RED,MIDDLE,XINZHAO,322,219
EUW1_7707990725,5,10,BLUE,SUPPORT,BRAUM,55,-454
EUW1_7707990725,2,15,BLUE,JUNGLE,BELVETH,-152,1008
EUW1_7707990725,9,15,RED,BOTTOM,JINX,398,-649
EUW1_7707990725,6,20,RED,TOP,TEEMO,1304,924
EUW1_7707968449,3,5,BLUE,MIDDLE,PANTHEON,-493,41
EUW1_7707968449,10,5,RED,SUPPORT,BARD,16,-324
EUW1_7707968449,7,10,RED,JUNGLE,VIEGO,-1235,-498
EUW1_7707968449,4,15,BLUE,BOTTOM,TWITCH,933,-40
EUW1_7707968449,1,20,BLUE,TOP,ZED,-1093,-681
EUW1_7707968449,8,20,RED,MIDDLE,AKSHAN,919,300
EUW1_7707968449,5,25,BLUE,SUPPORT,MILIO,-767,-285
EUW1_7707968449,2,30,BLUE,JUNGLE,LEESIN,-3062,-2730
EUW1_7707968449,9,30,RED,BOTTOM,SIVIR,125,124
EUW1_7707968449,6,35,RED,TOP,MALPHITE,1600,5267
EUW1_7707923723,3,5,BLUE,MIDDLE,SERAPHINE,-55,71
EUW1_7707923723,10,5,RED,SUPPORT,NAUTILUS,240,542
EUW1_7707923723,7,10,RED,JUNGLE,VOLIBEAR,-801,29
EUW1_7707923723,4,15,BLUE,BOTTOM,DRAVEN,966,631
EUW1_7707923723,1,20,BLUE,TOP,BLITZCRANK,-1007,-830
EUW1_7707923723,8,20,RED,MIDDLE,AKALI,462,1064
EUW1_7707940083,1,5,BLUE,TOP,ZED,-584,-388
EUW1_7707940083,8,5,RED,MIDDLE,FIORA,-353,-414
EUW1_7707940083,5,10,BLUE,SUPPORT,PYKE,-856,-1175
EUW1_7707940083,2,15,BLUE,JUNGLE,JAX,-870,-940
EUW1_7707940083,9,15,RED,BOTTOM,CAITLYN,3628,757
EUW1_7707940083,6,20,RED,TOP,VLADIMIR,4638,4411
EUW1_7707919660,3,5,BLUE,MIDDLE,CASSIOPEIA,866,474
EUW1_7707919660,10,5,RED,SUPPORT,BARD,-114,125
EUW1_7707919660,7,10,RED,JUNGLE,VOLIBEAR,122,333
EUW1_7707919660,4,15,BLUE,BOTTOM,TRISTANA,1796,-236
EUW1_7707919660,1,20,BLUE,TOP,AKALI,-770,-356
EUW1_7707919660,8,20,RED,MIDDLE,AKSHAN,-1710,-1344
EUW1_7707919660,5,25,BLUE,SUPPORT,BRAUM,979,181
EUW1_7708033172,4,5,BLUE,BOTTOM,CORKI,32,295
EUW1_7708033172,1,10,BLUE,TOP,FIORA,1525,1017
EUW1_7708033172,8,10,RED,MIDDLE,ZED,319,1301
EUW1_7708033172,5,15,BLUE,SUPPORT,NAMI,-31,729
EUW1_7708033172,2,20,BLUE,JUNGLE,BELVETH,-4104,-2033
EUW1_7708033172,9,20,RED,BOTTOM,MISSFORTUNE,972,2500
EUW1_7708022995,6,5,RED,TOP,KENNEN,445,137
EUW1_7708022995,3,10,BLUE,MIDDLE,EKKO,1955,1237
EUW1_7708022995,10,10,RED,SUPPORT,ALISTAR,-199,619
EUW1_7708022995,7,15,RED,JUNGLE,GWEN,1237,-574
EUW1_7708022995,4,20,BLUE,BOTTOM,MEL,1585,1129
EUW1_7708022995,1,25,BLUE,TOP,RENEKTON,-4153,-3917
EUW1_7708022995,8,25,RED,MIDDLE,QIYANA,-3774,-2522
EUW1_7708022995,5,30,BLUE,SUPPORT,LEONA,1165,2144
EUW1_7708022995,2,35,BLUE,JUNGLE,JARVANIV,-1568,3524
EUW1_7708022995,9,35,RED,BOTTOM,TRISTANA,-2720,-2876
EUW1_7708006443,6,5,RED,TOP,MORDEKAISER,-453,-186
EUW1_7708006443,3,10,BLUE,MIDDLE,GNAR,518,187
EUW1_7708006443,10,10,RED,SUPPORT,BRAUM,82,954
EUW1_7708006443,7,15,RED,JUNGLE,VOLIBEAR,899,1861
EUW1_7708006443,4,20,BLUE,BOTTOM,JINX,-3587,-1099
EUW1_7708006443,1,25,BLUE,TOP,VARUS,122,-95
EUW1_7708006443,8,25,RED,MIDDLE,QIYANA,1713,3697
EUW1_7707982636,5,5,BLUE,SUPPORT,LULU,223,46
EUW1_7707982636,2,10,BLUE,JUNGLE,JARVANIV,177,68
EUW1_7707982636,9,10,RED,BOTTOM,JINX,54,-67
EUW1_7707982636,6,15,RED,TOP,URGOT,580,233
EUW1_7707982636,3,20,BLUE,MIDDLE,EKKO,1489,998
EUW1_7707982636,10,20,RED,SUPPORT,BRAUM,-57,614
EUW1_7707982636,7,25,RED,JUNGLE,JAX,-1901,-523
EUW1_7707943867,4,5,BLUE,BOTTOM,YUNARA,-382,18
EUW1_7707943867,1,10,BLUE,TOP,SION,213,416
EUW1_7707943867,8,10,RED,MIDDLE,ZOE,664,257
EUW1_7707943867,5,15,BLUE,SUPPORT,NAUTILUS,-279,-297
EUW1_7707943867,2,20,BLUE,JUNGLE,KARTHUS,-2161,-1782
EUW1_7707943867,9,20,RED,BOTTOM,SMOLDER,1442,430
EUW1_7707943867,6,25,RED,TOP,NASUS,239,118
EUW1_7707943867,3,30,BLUE,MIDDLE,JAYCE,184,-778
EUW1_7707943867,10,30,RED,SUPPORT,RELL,1088,662
EUW1_7707916207,7,5,RED,JUNGLE,VOLIBEAR,319,-6
EUW1_7707916207,4,10,BLUE,BOTTOM,CAITLYN,297,-86
EUW1_7707916207,1,15,BLUE,TOP,ORNN,2220,655
EUW1_7707916207,8,15,RED,MIDDLE,YASUO,-2899,-1775
EUW1_7707916207,5,20,BLUE,SUPPORT,LUX,-74,-804
EUW1_7707916207,2,25,BLUE,JUNGLE,DIANA,-2066,-551
EUW1_7707916207,9,25,RED,BOTTOM,SMOLDER,419,3288
EUW1_7707882439,6,5,RED,TOP,DARIUS,365,87
EUW1_7707882439,3,10,BLUE,MIDDLE,VEIGAR,318,142
EUW1_7707882439,10,10,RED,SUPPORT,YUUMI,58,492
EUW1_7707882439,7,15,RED,JUNGLE,LEESIN,-1277,-1544
EUW1_7707882439,4,20,BLUE,BOTTOM,CORKI,2249,3752
EUW1_7707882439,1,25,BLUE,TOP,KSANTE,-649,1906
EUW1_7707882439,8,25,RED,MIDDLE,RYZE,-2241,-963
EUW1_7707882439,5,30,BLUE,SUPPORT,BARD,1635,-271
EUW1_7707895387,6,5,RED,TOP,AATROX,-40,0
EUW1_7707895387,3,10,BLUE,MIDDLE,AHRI,-551,-460
EUW1_7707895387,10,10,RED,SUPPORT,LULU,831,403
EUW1_7707895387,7,15,RED,JUNGLE,NIDALEE,1343,1395
EUW1_7707895387,4,20,BLUE,BOTTOM,KAISA,2296,576
EUW1_7707895387,1,25,BLUE,TOP,ANIVIA,-426,2184
EUW1_7707895387,8,25,RED,MIDDLE,VELKOZ,2579,712
EUW1_7707895387,5,30,BLUE,SUPPORT,NAUTILUS,-256,-1338
EUW1_7708055988,3,5,BLUE,MIDDLE,KATARINA,-163,-177
EUW1_7708055988,10,5,RED,SUPPORT,BRAND,-368,-56
EUW1_7708055988,7,10,RED,JUNGLE,EKKO,92,381
EUW1_7708055988,4,15,BLUE,BOTTOM,JHIN,955,191
EUW1_7708055988,1,20,BLUE,TOP,VOLIBEAR,2264,1116
EUW1_7708055988,8,20,RED,MIDDLE,ORIANNA,-940,-1367
EUW1_7708055988,5,25,BLUE,SUPPORT,SORAKA,198,-1216
EUW1_7708055988,2,30,BLUE,JUNGLE,AATROX,-2558,-3527
EUW1_7708055988,9,30,RED,BOTTOM,YUNARA,3390,2522
EUW1_7708055988,6,35,RED,TOP,ZAAHEN,-724,-1945
EUW1_7708055988,3,40,BLUE,MIDDLE,KATARINA,3809,-59
EUW1_7708055988,10,40,RED,SUPPORT,BRAND,279,1068
EUW1_7708062245,1,5,BLUE,TOP,JAX,-318,-436
EUW1_7708062245,8,5,RED,MIDDLE,ZOE,141,36
EUW1_7708062245,5,10,BLUE,SUPPORT,KARMA,541,117
EUW1_7708062245,2,15,BLUE,JUNGLE,IVERN,-1754,-565
EUW1_7708062245,9,15,RED,BOTTOM,TRISTANA,2463,929
EUW1_7708062245,6,20,RED,TOP,RIVEN,1867,2659
EUW1_7708051880,3,5,BLUE,MIDDLE,RYZE,136,-168
EUW1_7708051880,10,5,RED,SUPPORT,NAMI,-61,-41
EUW1_7708051880,7,10,RED,JUNGLE,VIEGO,-237,641
EUW1_7708051880,4,15,BLUE,BOTTOM,JHIN,2727,1689
EUW1_7708051880,1,20,BLUE,TOP,VARUS,1583,1451
EUW1_7708051880,8,20,RED,MIDDLE,EKKO,-2099,-1222
EUW1_7708051880,5,25,BLUE,SUPPORT,SONA,-88,-2490
EUW1_7708051880,2,30,BLUE,JUNGLE,ZED,-795,662
EUW1_7708051880,9,30,RED,BOTTOM,TWITCH,-1940,-722
EUW1_7708039309,6,5,RED,TOP,GWEN,258,0
EUW1_7708039309,3,10,BLUE,MIDDLE,SYLAS,326,418
EUW1_7708039309,10,10,RED,SUPPORT,NAMI,-618,-1042
EUW1_7708039309,7,15,RED,JUNGLE,NAAFIRI,-2201,-2720
EUW1_7708039309,4,20,BLUE,BOTTOM,LUCIAN,1952,1999
EUW1_7708032190,1,5,BLUE,TOP,KENNEN,325,175
EUW1_7708032190,8,5,RED,MIDDLE,EKKO,-32,137
EUW1_7708032190,5,10,BLUE,SUPPORT,SYLAS,6,257
EUW1_7708032190,2,15,BLUE,JUNGLE,RENGAR,1396,1128
EUW1_7708032190,9,15,RED,BOTTOM,LUCIAN,3361,1044
EUW1_7708032190,6,20,RED,TOP,IRELIA,-2414,-2065
EUW1_7708032190,3,25,BLUE,MIDDLE,TALON,342,-207
EUW1_7708032190,10,25,RED,SUPPORT,SONA,-1512,-1016
EUW1_7708032190,7,30,RED,JUNGLE,JAX,-617,-4270
EUW1_7708032190,4,35,BLUE,BOTTOM,SIVIR,-4049,1048
EUW1_7708078254,7,5,RED,JUNGLE,AMBESSA,-473,-346
EUW1_7708078254,4,10,BLUE,BOTTOM,SERAPHINE,424,519
EUW1_7708078254,1,15,BLUE,TOP,TRYNDAMERE,4432,3912
EUW1_7708078254,8,15,RED,MIDDLE,VELKOZ,958,-921
EUW1_7708068113,5,5,BLUE,SUPPORT,NAMI,115,-279
EUW1_7708068113,2,10,BLUE,JUNGLE,DIANA,-99,559
EUW1_7708068113,9,10,RED,BOTTOM,LUCIAN,1804,1452
EUW1_7708068113,6,15,RED,TOP,JAYCE,2222,617
EUW1_7708068113,3,20,BLUE,MIDDLE,AHRI,-935,-623
EUW1_7708068113,10,20,RED,SUPPORT,MILIO,1543,810
EUW1_7708088632,1,5,BLUE,TOP,KHAZIX,-139,292
EUW1_7708088632,8,5,RED,MIDDLE,LEESIN,-145,138
EUW1_7708088632,5,10,BLUE,SUPPORT,BARD,468,6
EUW1_7708026129,5,20,BLUE,SUPPORT,SENNA,198,-443
EUW1_7708026129,2,25,BLUE,JUNGLE,KAYN,3013,-1613
EUW1_7708026129,9,25,RED,BOTTOM,CAITLYN,1881,-360
EUW1_7708019056,6,5,RED,TOP,TRYNDAMERE,524,499
EUW1_7708019056,3,10,BLUE,MIDDLE,AHRI,1474,1176
EUW1_7708019056,10,10,RED,SUPPORT,PANTHEON,295,-269
EUW1_7708019056,7,15,RED,JUNGLE,KAYN,-1802,-1880
EUW1_7708019056,4,20,BLUE,BOTTOM,TWITCH,-278,802
EUW1_7708019056,1,25,BLUE,TOP,GRAGAS,-4036,-2145
EUW1_7708019056,8,25,RED,MIDDLE,MALZAHAR,-4738,-2732
EUW1_7708019056,5,30,BLUE,SUPPORT,NAMI,-2886,-165
EUW1_7707937398,2,5,BLUE,JUNGLE,DIANA,-59,25
EUW1_7707937398,9,5,RED,BOTTOM,CORKI,-8,-132
EUW1_7707937398,6,10,RED,TOP,DRMUNDO,430,31
EUW1_7707937398,3,15,BLUE,MIDDLE,SMOLDER,-188,-1577
EUW1_7707937398,10,15,RED,SUPPORT,NAMI,49,253
EUW1_7707937398,7,20,RED,JUNGLE,ZAC,3019,2908
EUW1_7707937398,4,25,BLUE,BOTTOM,DRAVEN,-403,-617
EUW1_7707937398,1,30,BLUE,TOP,ANIVIA,-2360,162
EUW1_7707937398,8,30,RED,MIDDLE,XERATH,-804,-31
EUW1_7707940960,1,5,BLUE,TOP,SHEN,-658,-298
EUW1_7707940960,8,5,RED,MIDDLE,IRELIA,240,94
EUW1_7707940960,5,10,BLUE,SUPPORT,NEEKO,504,1070
EUW1_7707940960,2,15,BLUE,JUNGLE,KHAZIX,801,558
EUW1_7707940960,9,15,RED,BOTTOM,KALISTA,340,993
EUW1_7707940960,6,20,RED,TOP,VLADIMIR,2864,1720
EUW1_7707940960,3,25,BLUE,MIDDLE,DIANA,-1896,-934
EUW1_7707940960,10,25,RED,SUPPORT,THRESH,-511,-1253
EUW1_7707940960,7,30,RED,JUNGLE,EKKO,-1590,237
EUW1_7707896869,4,5,BLUE,BOTTOM,SMOLDER,133,47
EUW1_7707896869,1,10,BLUE,TOP,KAYLE,1566,971
EUW1_7707896869,8,10,RED,MIDDLE,CASSIOPEIA,135,-244
EUW1_7707896869,5,15,BLUE,SUPPORT,BRAUM,595,-295
EUW1_7707896869,2,20,BLUE,JUNGLE,JAYCE,2045,1836
EUW1_7707896869,9,20,RED,BOTTOM,TWITCH,-293,996
EUW1_7707896869,6,25,RED,TOP,NAAFIRI,-2440,-3156
EUW1_7707896869,3,30,BLUE,MIDDLE,GALIO,-2807,-3568
EUW1_7707896869,10,30,RED,SUPPORT,THRESH,106,2668
EUW1_7707896869,7,35,RED,JUNGLE,MASTERYI,-369,2771
EUW1_7708066425,4,5,BLUE,BOTTOM,KAISA,100,-108
EUW1_7708066425,1,10,BLUE,TOP,ANIVIA,-752,-33
EUW1_7708066425,8,10,RED,MIDDLE,TALIYAH,-2,659
EUW1_7708066425,5,15,BLUE,SUPPORT,BRAUM,502,1362
EUW1_7708066425,2,20,BLUE,JUNGLE,AMBESSA,85,1717
EUW1_7708066425,9,20,RED,BOTTOM,EZREAL,-3612,-1026
EUW1_7708066425,6,25,RED,TOP,VAYNE,3459,1111
EUW1_7708054216,3,5,BLUE,MIDDLE,YASUO,192,11
EUW1_7708054216,10,5,RED,SUPPORT,RAKAN,-193,52
EUW1_7708054216,7,10,RED,JUNGLE,NUNU,-1135,119
EUW1_7708054216,4,15,BLUE,BOTTOM,KAISA,406,528
EUW1_7708054216,1,20,BLUE,TOP,RENEKTON,-2333,-1632
EUW1_7708054216,8,20,RED,MIDDLE,KASSADIN,2256,2879
EUW1_7708054216,5,25,BLUE,SUPPORT,NEEKO,-1652,-1407
EUW1_7708047025,2,5,BLUE,JUNGLE,DIANA,-312,-488
EUW1_7708047025,9,5,RED,BOTTOM,SERAPHINE,423,416
EUW1_7708047025,6,10,RED,TOP,AMBESSA,-875,-693
EUW1_7708047025,3,15,BLUE,MIDDLE,YASUO,402,1110
EUW1_7708047025,10,15,RED,SUPPORT,RAKAN,132,-950
EUW1_7708047025,7,20,RED,JUNGLE,ELISE,-1922,-868
EUW1_7708047025,4,25,BLUE,BOTTOM,CORKI,3850,-1816
EUW1_7708039704,1,5,BLUE,TOP,JAX,-968,-970
EUW1_7708039704,8,5,RED,MIDDLE,AKALI,-86,-12
EUW1_7708039704,5,10,BLUE,SUPPORT,ELISE,-22,-890
EUW1_7708039704,2,15,BLUE,JUNGLE,JARVANIV,-2684,-1639
EUW1_7708039704,9,15,RED,BOTTOM,CAITLYN,3242,841
EUW1_7708039151,4,5,BLUE,BOTTOM,SYNDRA,-405,-187
EUW1_7708088632,2,15,BLUE,JUNGLE,RENGAR,3225,3456
EUW1_7708088632,9,15,RED,BOTTOM,TWITCH,-5158,-2638
EUW1_7708088632,6,20,RED,TOP,SWAIN,-983,-1350
EUW1_7708074691,3,5,BLUE,MIDDLE,SYLAS,-14,217
EUW1_7708074691,10,5,RED,SUPPORT,XERATH,215,214
EUW1_7708074691,7,10,RED,JUNGLE,KHAZIX,-444,-958
EUW1_7708074691,4,15,BLUE,BOTTOM,TRISTANA,-2158,-408
EUW1_7708074691,1,20,BLUE,TOP,XINZHAO,4346,3148
EUW1_7708074691,8,20,RED,MIDDLE,RYZE,-53,-691
EUW1_7708074691,5,25,BLUE,SUPPORT,BARD,38,-304
EUW1_7708056246,2,5,BLUE,JUNGLE,REKSAI,338,606
EUW1_7708056246,9,5,RED,BOTTOM,XAYAH,852,699
EUW1_7708056246,6,10,RED,TOP,FIORA,1486,1328
EUW1_7708056246,3,15,BLUE,MIDDLE,VEX,1650,1060
EUW1_7708056246,10,15,RED,SUPPORT,NAUTILUS,1239,686
EUW1_7708056246,7,20,RED,JUNGLE,KHAZIX,2286,-1221
EUW1_7708056246,4,25,BLUE,BOTTOM,KAISA,-5086,-2422
EUW1_7708051621,1,5,BLUE,TOP,GANGPLANK,220,-18
EUW1_7708051621,8,5,RED,MIDDLE,LEBLANC,55,175
EUW1_7708051621,5,10,BLUE,SUPPORT,SENNA,411,651
EUW1_7708051621,2,15,BLUE,JUNGLE,TALON,366,-170
EUW1_7708051621,9,15,RED,BOTTOM,YASUO,-236,340
EUW1_7708051621,6,20,RED,TOP,RENEKTON,-4361,-3400
EUW1_7708051621,3,25,BLUE,MIDDLE,SION,-215,2137
EUW1_7708051621,10,25,RED,SUPPORT,ALISTAR,-1067,-1610
EUW1_7708038837,7,5,RED,JUNGLE,REKSAI,-501,-145
EUW1_7708038837,4,10,BLUE,BOTTOM,VARUS,-1095,-966
EUW1_7708038837,1,15,BLUE,TOP,GNAR,551,1399
EUW1_7708038837,8,15,RED,MIDDLE,VIKTOR,1153,627
EUW1_7708038837,5,20,BLUE,SUPPORT,NIDALEE,-107,-612
EUW1_7708038837,2,25,BLUE,JUNGLE,IVERN,-1370,-2275
EUW1_7708038837,9,25,RED,BOTTOM,SIVIR,2865,2030
EUW1_7708038837,6,30,RED,TOP,DARIUS,-80,-2312
EUW1_7708029332,3,5,BLUE,MIDDLE,VEIGAR,-215,-1
EUW1_7708029332,10,5,RED,SUPPORT,SENNA,157,-18
EUW1_7708029332,7,10,RED,JUNGLE,AMBESSA,864,1015
EUW1_7708029332,4,15,BLUE,BOTTOM,LUCIAN,-2108,-999
EUW1_7708029332,1,20,BLUE,TOP,RENEKTON,-1432,-620
EUW1_7708029332,8,20,RED,MIDDLE,TWISTEDFATE,-733,537
EUW1_7708026872,5,5,BLUE,SUPPORT,SENNA,22,230
EUW1_7708026872,2,10,BLUE,JUNGLE,MONKEYKING,263,129
EUW1_7708026872,9,10,RED,BOTTOM,YUNARA,647,613
EUW1_7708026872,6,15,RED,TOP,DARIUS,-1089,-1597
EUW1_7708026872,3,20,BLUE,MIDDLE,VIKTOR,-384,-1517
EUW1_7708026872,10,20,RED,SUPPORT,YUUMI,-901,1165
EUW1_7708026872,7,25,RED,JUNGLE,VIEGO,1375,2175
EUW1_7708019170,4,5,BLUE,BOTTOM,YUNARA,183,140
EUW1_7708019170,1,10,BLUE,TOP,JAX,612,563
EUW1_7708019170,8,10,RED,MIDDLE,KASSADIN,727,288
EUW1_7708019170,5,15,BLUE,SUPPORT,LEONA,-600,-1146
EUW1_7708019170,2,20,BLUE,JUNGLE,KAYN,2218,2432
EUW1_7708019170,9,20,RED,BOTTOM,YASUO,908,536
EUW1_7708019170,6,25,RED,TOP,MORDEKAISER,-943,1288
