MATCH_ID,PARTICIPANT_POS_ID,MINUTE,TEAM,LANE,CHAMPION,GOLD_DIFF,XP_DIFF
EUN1_3900178471,4,20,Blue,Bottom,Lucian,-708,-401
EUN1_3900178471,2,20,Blue,Jungle,Zed,594,4
EUN1_3900178471,3,20,Blue,Middle,Katarina,-3040,-1560
EUN1_3900178471,5,20,Blue,Support,Leona,-836,-260
EUN1_3900178471,1,20,Blue,Top,Azir,-2801,-2245
EUN1_3900178471,9,20,Red,Bottom,Ezreal,708,401
EUN1_3900178471,7,20,Red,Jungle,Gwen,-594,-4
EUN1_3900178471,8,20,Red,Middle,Yone,3040,1560
EUN1_3900178471,10,20,Red,Support,Lulu,836,260
EUN1_3900178471,6,20,Red,Top,Renekton,2801,2245
EUN1_3900178471,4,25,Blue,Bottom,Lucian,-647,414
EUN1_3900178471,2,25,Blue,Jungle,Zed,379,16
EUN1_3900178471,3,25,Blue,Middle,Katarina,-6121,-4378
EUN1_3900178471,5,25,Blue,Support,Leona,-1295,-1372
EUN1_3900178471,1,25,Blue,Top,Azir,-3927,-3357
EUN1_3900178471,9,25,Red,Bottom,Ezreal,647,-414
EUN1_3900178471,7,25,Red,Jungle,Gwen,-379,-16
EUN1_3900178471,8,25,Red,Middle,Yone,6121,4378
EUN1_3900178471,10,25,Red,Support,Lulu,1295,1372
EUN1_3900178471,6,25,Red,Top,Renekton,3927,3357
EUN1_3900332718,4,5,Blue,Bottom,Samira,1671,-89
EUN1_3900332718,2,5,Blue,Jungle,Jarvan IV,330,401
EUN1_3900332718,3,5,Blue,Middle,Syndra,577,306
EUN1_3900332718,5,5,Blue,Support,Nautilus,403,81
EUN1_3900332718,1,5,Blue,Top,Jayce,-332,11
EUN1_3900332718,9,5,Red,Bottom,Vayne,-1671,89
EUN1_3900332718,7,5,Red,Jungle,Hecarim,-330,-401
EUN1_3900332718,8,5,Red,Middle,Naafiri,-577,-306
EUN1_3900332718,10,5,Red,Support,Alistar,-403,-81
EUN1_3900332718,6,5,Red,Top,Zaahen,332,-11
EUN1_3900332718,4,10,Blue,Bottom,Samira,2650,854
EUN1_3900332718,2,10,Blue,Jungle,Jarvan IV,932,1062
EUN1_3900332718,3,10,Blue,Middle,Syndra,853,359
EUN1_3900332718,5,10,Blue,Support,Nautilus,918,1069
EUN1_3900332718,1,10,Blue,Top,Jayce,156,1023
EUN1_3900332718,9,10,Red,Bottom,Vayne,-2650,-854
EUN1_3900332718,7,10,Red,Jungle,Hecarim,-932,-1062
EUN1_3900332718,8,10,Red,Middle,Naafiri,-853,-359
EUN1_3900332718,10,10,Red,Support,Alistar,-918,-1069
EUN1_3900332718,6,10,Red,Top,Zaahen,-156,-1023
EUN1_3900332718,4,15,Blue,Bottom,Samira,4479,1533
EUN1_3900332718,2,15,Blue,Jungle,Jarvan IV,1150,863
EUN1_3900332718,3,15,Blue,Middle,Syndra,1988,1020
EUN1_3900332718,5,15,Blue,Support,Nautilus,837,1148
EUN1_3900332718,1,15,Blue,Top,Jayce,-761,438
EUN1_3900332718,9,15,Red,Bottom,Vayne,-4479,-1533
EUN1_3900332718,7,15,Red,Jungle,Hecarim,-1150,-863
EUN1_3900332718,8,15,Red,Middle,Naafiri,-1988,-1020
EUN1_3900332718,10,15,Red,Support,Alistar,-837,-1148
EUN1_3900332718,6,15,Red,Top,Zaahen,761,-438
EUN1_3900332718,4,20,Blue,Bottom,Samira,5724,3665
EUN1_3900332718,2,20,Blue,Jungle,Jarvan IV,2748,1994
EUN1_3900332718,3,20,Blue,Middle,Syndra,1339,943
EUN1_3900332718,5,20,Blue,Support,Nautilus,1457,1306
EUN1_3900332718,1,20,Blue,Top,Jayce,-1270,783
EUN1_3900332718,9,20,Red,Bottom,Vayne,-5724,-3665
EUN1_3900332718,7,20,Red,Jungle,Hecarim,-2748,-1994
EUN1_3900332718,8,20,Red,Middle,Naafiri,-1339,-943
EUN1_3900332718,10,20,Red,Support,Alistar,-1457,-1306
EUN1_3900332718,6,20,Red,Top,Zaahen,1270,-783
EUN1_3900373386,4,5,Blue,Bottom,Lucian,-261,-508
EUN1_3900373386,2,5,Blue,Jungle,Ekko,-274,-84
EUN1_3900373386,3,5,Blue,Middle,Zoe,712,295
EUN1_3900373386,5,5,Blue,Support,Braum,-357,222
EUN1_3900373386,1,5,Blue,Top,Renekton,-466,-670
EUN1_3900373386,9,5,Red,Bottom,Smolder,261,508
EUN1_3900373386,7,5,Red,Jungle,Khazix,274,84
EUN1_3900373386,8,5,Red,Middle,Katarina,-712,-295
EUN1_3900373386,10,5,Red,Support,Zilean,357,-222
EUN1_3900373386,6,5,Red,Top,Kled,466,670
EUN1_3900373386,4,10,Blue,Bottom,Lucian,-451,-838
EUN1_3900373386,2,10,Blue,Jungle,Ekko,-563,-577
EUN1_3900373386,3,10,Blue,Middle,Zoe,564,595
EUN1_3900373386,5,10,Blue,Support,Braum,-540,201
EUN1_3900373386,1,10,Blue,Top,Renekton,-587,-743
EUN1_3900373386,9,10,Red,Bottom,Smolder,451,838
EUN1_3900373386,7,10,Red,Jungle,Khazix,563,577
EUN1_3900373386,8,10,Red,Middle,Katarina,-564,-595
EUN1_3900373386,10,10,Red,Support,Zilean,540,-201
EUN1_3900373386,6,10,Red,Top,Kled,587,743
EUN1_3900373386,4,15,Blue,Bottom,Lucian,-607,-1501
EUN1_3900373386,2,15,Blue,Jungle,Ekko,-173,-959
EUN1_3900373386,3,15,Blue,Middle,Zoe,362,873
EUN1_3900373386,5,15,Blue,Support,Braum,-1087,-225
EUN1_3900373386,1,15,Blue,Top,Renekton,-2207,-3089
EUN1_3900373386,9,15,Red,Bottom,Smolder,607,1501
EUN1_3900373386,7,15,Red,Jungle,Khazix,173,959
EUN1_3900373386,8,15,Red,Middle,Katarina,-362,-873
EUN1_3900373386,10,15,Red,Support,Zilean,1087,225
EUN1_3900373386,6,15,Red,Top,Kled,2207,3089
EUN1_3900373386,4,20,Blue,Bottom,Lucian,-940,-2712
EUN1_3900373386,2,20,Blue,Jungle,Ekko,-1180,-1784
EUN1_3900373386,3,20,Blue,Middle,Zoe,-990,502
EUN1_3900373386,5,20,Blue,Support,Braum,-1676,-1747
EUN1_3900373386,1,20,Blue,Top,Renekton,-3735,-3247
EUN1_3900373386,9,20,Red,Bottom,Smolder,940,2712
EUN1_3900373386,7,20,Red,Jungle,Khazix,1180,1784
EUN1_3900373386,8,20,Red,Middle,Katarina,990,-502
EUN1_3900373386,10,20,Red,Support,Zilean,1676,1747
EUN1_3900373386,6,20,Red,Top,Kled,3735,3247
EUN1_3900517751,4,5,Blue,Bottom,Aphelios,-576,49
EUN1_3900517751,2,5,Blue,Jungle,Ekko,191,426
EUN1_3900517751,3,5,Blue,Middle,Chogath,44,-42
EUN1_3900517751,5,5,Blue,Support,Nami,-478,-230
EUN1_3900517751,1,5,Blue,Top,Illaoi,229,31
EUN1_3900517751,9,5,Red,Bottom,Jinx,576,-49
EUN1_3900517751,7,5,Red,Jungle,Khazix,-191,-426
EUN1_3900517751,8,5,Red,Middle,Ahri,-44,42
EUN1_3900517751,10,5,Red,Support,Thresh,478,230
EUN1_3900517751,6,5,Red,Top,Udyr,-229,-31
EUN1_3900517751,4,10,Blue,Bottom,Aphelios,-2026,-1113
EUN1_3900517751,2,10,Blue,Jungle,Ekko,-132,757
EUN1_3900517751,3,10,Blue,Middle,Chogath,335,-215
EUN1_3900517751,5,10,Blue,Support,Nami,-684,-320
EUN1_3900517751,1,10,Blue,Top,Illaoi,626,358
EUN1_3900517751,9,10,Red,Bottom,Jinx,2026,1113
EUN1_3900517751,7,10,Red,Jungle,Khazix,132,-757
EUN1_3900517751,8,10,Red,Middle,Ahri,-335,215
EUN1_3900517751,10,10,Red,Support,Thresh,684,320
EUN1_3900517751,6,10,Red,Top,Udyr,-626,-358
EUN1_3900517751,4,15,Blue,Bottom,Aphelios,-4411,-1921
EUN1_3900517751,2,15,Blue,Jungle,Ekko,1217,1249
EUN1_3900517751,3,15,Blue,Middle,Chogath,1325,-174
EUN1_3900517751,5,15,Blue,Support,Nami,-529,-100
EUN1_3900517751,1,15,Blue,Top,Illaoi,821,561
EUN1_3900517751,9,15,Red,Bottom,Jinx,4411,1921
EUN1_3900517751,7,15,Red,Jungle,Khazix,-1217,-1249
EUN1_3900517751,8,15,Red,Middle,Ahri,-1325,174
EUN1_3900517751,10,15,Red,Support,Thresh,529,100
EUN1_3900517751,6,15,Red,Top,Udyr,-821,-561
EUN1_3900517751,4,20,Blue,Bottom,Aphelios,-6087,-4103
EUN1_3900517751,2,20,Blue,Jungle,Ekko,-122,363
EUN1_3900517751,3,20,Blue,Middle,Chogath,3525,-424
EUN1_3900517751,5,20,Blue,Support,Nami,-480,-84
EUN1_3900517751,1,20,Blue,Top,Illaoi,1715,2042
EUN1_3900517751,9,20,Red,Bottom,Jinx,6087,4103
EUN1_3900517751,7,20,Red,Jungle,Khazix,122,-363
EUN1_3900517751,8,20,Red,Middle,Ahri,-3525,424
EUN1_3900517751,10,20,Red,Support,Thresh,480,84
EUN1_3900517751,6,20,Red,Top,Udyr,-1715,-2042
EUN1_3900517751,4,25,Blue,Bottom,Aphelios,-7138,-3941
EUN1_3900517751,2,25,Blue,Jungle,Ekko,466,1039
EUN1_3900517751,3,25,Blue,Middle,Chogath,5072,225
EUN1_3900517751,5,25,Blue,Support,Nami,-382,2590
EUN1_3900517751,1,25,Blue,Top,Illaoi,1572,2688
EUN1_3900517751,9,25,Red,Bottom,Jinx,7138,3941
EUN1_3900517751,7,25,Red,Jungle,Khazix,-466,-1039
EUN1_3900517751,8,25,Red,Middle,Ahri,-5072,-225
EUN1_3900517751,10,25,Red,Support,Thresh,382,-2590
EUN1_3900517751,6,25,Red,Top,Udyr,-1572,-2688
EUN1_3900517751,4,30,Blue,Bottom,Aphelios,-8645,-5380
EUN1_3900517751,2,30,Blue,Jungle,Ekko,-920,-1489
EUN1_3900517751,3,30,Blue,Middle,Chogath,5126,-504
EUN1_3900517751,5,30,Blue,Support,Nami,-823,786
EUN1_3900517751,1,30,Blue,Top,Illaoi,1340,1704
EUN1_3900517751,9,30,Red,Bottom,Jinx,8645,5380
EUN1_3900517751,7,30,Red,Jungle,Khazix,920,1489
EUN1_3900517751,8,30,Red,Middle,Ahri,-5126,504
EUN1_3900517751,10,30,Red,Support,Thresh,823,-786
EUN1_3900517751,6,30,Red,Top,Udyr,-1340,-1704
EUN1_3900517751,4,35,Blue,Bottom,Aphelios,-7000,-2879
EUN1_3900517751,2,35,Blue,Jungle,Ekko,-7,461
EUN1_3900517751,3,35,Blue,Middle,Chogath,5850,931
EUN1_3900517751,5,35,Blue,Support,Nami,-409,1689
EUN1_3900517751,1,35,Blue,Top,Illaoi,1379,1067
EUN1_3900517751,9,35,Red,Bottom,Jinx,7000,2879
EUN1_3900517751,7,35,Red,Jungle,Khazix,7,-461
EUN1_3900517751,8,35,Red,Middle,Ahri,-5850,-931
EUN1_3900517751,10,35,Red,Support,Thresh,409,-1689
EUN1_3900517751,6,35,Red,Top,Udyr,-1379,-1067
EUN1_3900529355,4,5,Blue,Bottom,Samira,571,120
EUN1_3900529355,2,5,Blue,Jungle,Mordekaiser,-45,-26
EUN1_3900529355,3,5,Blue,Middle,Quinn,1021,61
EUN1_3900529355,5,5,Blue,Support,Rell,540,-135
EUN1_3900529355,1,5,Blue,Top,Illaoi,647,658
EUN1_3900529355,9,5,Red,Bottom,Miss Fortune,-571,-120
EUN1_3900529355,7,5,Red,Jungle,Khazix,45,26
EUN1_3900529355,8,5,Red,Middle,Katarina,-1021,-61
EUN1_3900529355,10,5,Red,Support,Seraphine,-540,135
EUN1_3900529355,6,5,Red,Top,KSante,-647,-658
EUN1_3900529355,4,10,Blue,Bottom,Samira,1069,314
EUN1_3900529355,2,10,Blue,Jungle,Mordekaiser,-801,-101
EUN1_3900529355,3,10,Blue,Middle,Quinn,1245,378
EUN1_3900529355,5,10,Blue,Support,Rell,550,408
EUN1_3900529355,1,10,Blue,Top,Illaoi,1237,1808
EUN1_3900529355,9,10,Red,Bottom,Miss Fortune,-1069,-314
EUN1_3900529355,7,10,Red,Jungle,Khazix,801,101
EUN1_3900529355,8,10,Red,Middle,Katarina,-1245,-378
EUN1_3900529355,10,10,Red,Support,Seraphine,-550,-408
EUN1_3900529355,6,10,Red,Top,KSante,-1237,-1808
EUN1_3900529355,4,15,Blue,Bottom,Samira,2787,895
EUN1_3900529355,2,15,Blue,Jungle,Mordekaiser,-955,-481
EUN1_3900529355,3,15,Blue,Middle,Quinn,311,415
EUN1_3900529355,5,15,Blue,Support,Rell,905,378
EUN1_3900529355,1,15,Blue,Top,Illaoi,2891,3360
EUN1_3900529355,9,15,Red,Bottom,Miss Fortune,-2787,-895
EUN1_3900529355,7,15,Red,Jungle,Khazix,955,481
EUN1_3900529355,8,15,Red,Middle,Katarina,-311,-415
EUN1_3900529355,10,15,Red,Support,Seraphine,-905,-378
EUN1_3900529355,6,15,Red,Top,KSante,-2891,-3360
EUN1_3900529355,4,20,Blue,Bottom,Samira,2668,252
EUN1_3900529355,2,20,Blue,Jungle,Mordekaiser,-1634,458
EUN1_3900529355,3,20,Blue,Middle,Quinn,1425,989
EUN1_3900529355,5,20,Blue,Support,Rell,780,-696
EUN1_3900529355,1,20,Blue,Top,Illaoi,5207,4227
EUN1_3900529355,9,20,Red,Bottom,Miss Fortune,-2668,-252
EUN1_3900529355,7,20,Red,Jungle,Khazix,1634,-458
EUN1_3900529355,8,20,Red,Middle,Katarina,-1425,-989
EUN1_3900529355,10,20,Red,Support,Seraphine,-780,696
EUN1_3900529355,6,20,Red,Top,KSante,-5207,-4227
EUW1_7706466372,4,5,Blue,Bottom,Jinx,-346,-436
EUW1_7706466372,2,5,Blue,Jungle,Rengar,-385,-602
EUW1_7706466372,3,5,Blue,Middle,Yone,212,176
EUW1_7706466372,5,5,Blue,Support,Yuumi,-403,252
EUW1_7706466372,1,5,Blue,Top,Gwen,-1025,-596
EUW1_7706466372,9,5,Red,Bottom,Ezreal,346,436
EUW1_7706466372,7,5,Red,Jungle,Talon,385,602
EUW1_7706466372,8,5,Red,Middle,Vex,-212,-176
EUW1_7706466372,10,5,Red,Support,Nautilus,403,-252
EUW1_7706466372,6,5,Red,Top,Akali,1025,596
EUW1_7706466372,4,10,Blue,Bottom,Jinx,-387,-1217
EUW1_7706466372,2,10,Blue,Jungle,Rengar,-1815,-1719
EUW1_7706466372,3,10,Blue,Middle,Yone,-258,653
EUW1_7706466372,5,10,Blue,Support,Yuumi,-318,703
EUW1_7706466372,1,10,Blue,Top,Gwen,-1980,-1868
EUW1_7706466372,9,10,Red,Bottom,Ezreal,387,1217
EUW1_7706466372,7,10,Red,Jungle,Talon,1815,1719
EUW1_7706466372,8,10,Red,Middle,Vex,258,-653
EUW1_7706466372,10,10,Red,Support,Nautilus,318,-703
EUW1_7706466372,6,10,Red,Top,Akali,1980,1868
EUW1_7706466372,4,15,Blue,Bottom,Jinx,-831,-2106
EUW1_7706466372,2,15,Blue,Jungle,Rengar,-2491,-3528
EUW1_7706466372,3,15,Blue,Middle,Yone,-1171,-408
EUW1_7706466372,5,15,Blue,Support,Yuumi,-1032,638
EUW1_7706466372,1,15,Blue,Top,Gwen,-2830,-2174
EUW1_7706466372,9,15,Red,Bottom,Ezreal,831,2106
EUW1_7706466372,7,15,Red,Jungle,Talon,2491,3528
EUW1_7706466372,8,15,Red,Middle,Vex,1171,408
EUW1_7706466372,10,15,Red,Support,Nautilus,1032,-638
EUW1_7706466372,6,15,Red,Top,Akali,2830,2174
EUW1_7706466372,4,20,Blue,Bottom,Jinx,-1320,-853
EUW1_7706466372,2,20,Blue,Jungle,Rengar,-2894,-3447
EUW1_7706466372,3,20,Blue,Middle,Yone,-2120,-1912
EUW1_7706466372,5,20,Blue,Support,Yuumi,-982,1783
EUW1_7706466372,1,20,Blue,Top,Gwen,-3412,-4145
EUW1_7706466372,9,20,Red,Bottom,Ezreal,1320,853
EUW1_7706466372,7,20,Red,Jungle,Talon,2894,3447
EUW1_7706466372,8,20,Red,Middle,Vex,2120,1912
EUW1_7706466372,10,20,Red,Support,Nautilus,982,-1783
EUW1_7706466372,6,20,Red,Top,Akali,3412,4145
EUW1_7706474187,4,5,Blue,Bottom,Zeri,-250,24
EUW1_7706474187,2,5,Blue,Jungle,Udyr,71,214
EUW1_7706474187,3,5,Blue,Middle,Ryze,-543,-485
EUW1_7706474187,5,5,Blue,Support,Braum,-208,-192
EUW1_7706474187,1,5,Blue,Top,Ambessa,291,137
EUW1_7706474187,9,5,Red,Bottom,Varus,250,-24
EUW1_7706474187,7,5,Red,Jungle,Graves,-71,-214
EUW1_7706474187,8,5,Red,Middle,Leblanc,543,485
EUW1_7706474187,10,5,Red,Support,Leona,208,192
EUW1_7706474187,6,5,Red,Top,Jayce,-291,-137
EUW1_7706474187,4,10,Blue,Bottom,Zeri,1279,950
EUW1_7706474187,2,10,Blue,Jungle,Udyr,-147,-566
EUW1_7706474187,3,10,Blue,Middle,Ryze,-752,-939
EUW1_7706474187,5,10,Blue,Support,Braum,-56,411
EUW1_7706474187,1,10,Blue,Top,Ambessa,801,855
EUW1_7706474187,9,10,Red,Bottom,Varus,-1279,-950
EUW1_7706474187,7,10,Red,Jungle,Graves,147,566
EUW1_7706474187,8,10,Red,Middle,Leblanc,752,939
EUW1_7706474187,10,10,Red,Support,Leona,56,-411
EUW1_7706474187,6,10,Red,Top,Jayce,-801,-855
EUW1_7706474187,4,15,Blue,Bottom,Zeri,3048,2239
EUW1_7706474187,2,15,Blue,Jungle,Udyr,-1454,-1622
EUW1_7706474187,3,15,Blue,Middle,Ryze,-1550,-1272
EUW1_7706474187,5,15,Blue,Support,Braum,18,953
EUW1_7706474187,1,15,Blue,Top,Ambessa,-1,-268
EUW1_7706474187,9,15,Red,Bottom,Varus,-3048,-2239
EUW1_7706474187,7,15,Red,Jungle,Graves,1454,1622
EUW1_7706474187,8,15,Red,Middle,Leblanc,1550,1272
EUW1_7706474187,10,15,Red,Support,Leona,-18,-953
EUW1_7706474187,6,15,Red,Top,Jayce,1,268
EUW1_7706474187,4,20,Blue,Bottom,Zeri,1278,-187
EUW1_7706474187,2,20,Blue,Jungle,Udyr,58,-1060
EUW1_7706474187,3,20,Blue,Middle,Ryze,-1614,-1109
EUW1_7706474187,5,20,Blue,Support,Braum,-163,813
EUW1_7706474187,1,20,Blue,Top,Ambessa,835,78
EUW1_7706474187,9,20,Red,Bottom,Varus,-1278,187
EUW1_7706474187,7,20,Red,Jungle,Graves,-58,1060
EUW1_7706474187,8,20,Red,Middle,Leblanc,1614,1109
EUW1_7706474187,10,20,Red,Support,Leona,163,-813
EUW1_7706474187,6,20,Red,Top,Jayce,-835,-78
EUW1_7706474187,4,25,Blue,Bottom,Zeri,792,-1304
EUW1_7706474187,2,25,Blue,Jungle,Udyr,-900,-989
EUW1_7706474187,3,25,Blue,Middle,Ryze,-907,1678
EUW1_7706474187,5,25,Blue,Support,Braum,579,2498
EUW1_7706474187,1,25,Blue,Top,Ambessa,370,-275
EUW1_7706474187,9,25,Red,Bottom,Varus,-792,1304
EUW1_7706474187,7,25,Red,Jungle,Graves,900,989
EUW1_7706474187,8,25,Red,Middle,Leblanc,907,-1678
EUW1_7706474187,10,25,Red,Support,Leona,-579,-2498
EUW1_7706474187,6,25,Red,Top,Jayce,-370,275
EUW1_7706474187,4,30,Blue,Bottom,Zeri,2574,680
EUW1_7706474187,2,30,Blue,Jungle,Udyr,-1398,-1087
EUW1_7706474187,3,30,Blue,Middle,Ryze,-186,2900
EUW1_7706474187,5,30,Blue,Support,Braum,1268,4793
EUW1_7706474187,1,30,Blue,Top,Ambessa,308,2191
EUW1_7706474187,9,30,Red,Bottom,Varus,-2574,-680
EUW1_7706474187,7,30,Red,Jungle,Graves,1398,1087
EUW1_7706474187,8,30,Red,Middle,Leblanc,186,-2900
EUW1_7706474187,10,30,Red,Support,Leona,-1268,-4793
EUW1_7706474187,6,30,Red,Top,Jayce,-308,-2191
EUW1_7706477998,4,5,Blue,Bottom,Sivir,-109,-60
EUW1_7706477998,2,5,Blue,Jungle,Jarvan IV,42,57
EUW1_7706477998,3,5,Blue,Middle,Zed,706,604
EUW1_7706477998,5,5,Blue,Support,Zyra,10,-60
EUW1_7706477998,1,5,Blue,Top,Aatrox,-128,-373
EUW1_7706477998,9,5,Red,Bottom,Aphelios,109,60
EUW1_7706477998,7,5,Red,Jungle,Amumu,-42,-57
EUW1_7706477998,8,5,Red,Middle,Yasuo,-706,-604
EUW1_7706477998,10,5,Red,Support,Milio,-10,60
EUW1_7706477998,6,5,Red,Top,Malphite,128,373
EUW1_7706477998,4,10,Blue,Bottom,Sivir,-11,16
EUW1_7706477998,2,10,Blue,Jungle,Jarvan IV,267,926
EUW1_7706477998,3,10,Blue,Middle,Zed,1993,1557
EUW1_7706477998,5,10,Blue,Support,Zyra,127,-301
EUW1_7706477998,1,10,Blue,Top,Aatrox,-563,-1234
EUW1_7706477998,9,10,Red,Bottom,Aphelios,11,-16
EUW1_7706477998,7,10,Red,Jungle,Amumu,-267,-926
EUW1_7706477998,8,10,Red,Middle,Yasuo,-1993,-1557
EUW1_7706477998,10,10,Red,Support,Milio,-127,301
EUW1_7706477998,6,10,Red,Top,Malphite,563,1234
EUW1_7706477998,4,15,Blue,Bottom,Sivir,-157,198
EUW1_7706477998,2,15,Blue,Jungle,Jarvan IV,1539,1966
EUW1_7706477998,3,15,Blue,Middle,Zed,2692,2334
EUW1_7706477998,5,15,Blue,Support,Zyra,123,366
EUW1_7706477998,1,15,Blue,Top,Aatrox,-1961,-2549
EUW1_7706477998,9,15,Red,Bottom,Aphelios,157,-198
EUW1_7706477998,7,15,Red,Jungle,Amumu,-1539,-1966
EUW1_7706477998,8,15,Red,Middle,Yasuo,-2692,-2334
EUW1_7706477998,10,15,Red,Support,Milio,-123,-366
EUW1_7706477998,6,15,Red,Top,Malphite,1961,2549
EUW1_7706477998,4,20,Blue,Bottom,Sivir,-822,-248
EUW1_7706477998,2,20,Blue,Jungle,Jarvan IV,713,2416
EUW1_7706477998,3,20,Blue,Middle,Zed,2932,2890
EUW1_7706477998,5,20,Blue,Support,Zyra,167,-955
EUW1_7706477998,1,20,Blue,Top,Aatrox,-2587,-3966
EUW1_7706477998,9,20,Red,Bottom,Aphelios,822,248
EUW1_7706477998,7,20,Red,Jungle,Amumu,-713,-2416
EUW1_7706477998,8,20,Red,Middle,Yasuo,-2932,-2890
EUW1_7706477998,10,20,Red,Support,Milio,-167,955
EUW1_7706477998,6,20,Red,Top,Malphite,2587,3966
EUW1_7706477998,4,25,Blue,Bottom,Sivir,-804,25
EUW1_7706477998,2,25,Blue,Jungle,Jarvan IV,96,2075
EUW1_7706477998,3,25,Blue,Middle,Zed,3705,3343
EUW1_7706477998,5,25,Blue,Support,Zyra,1000,532
EUW1_7706477998,1,25,Blue,Top,Aatrox,-3298,-5010
EUW1_7706477998,9,25,Red,Bottom,Aphelios,804,-25
EUW1_7706477998,7,25,Red,Jungle,Amumu,-96,-2075
EUW1_7706477998,8,25,Red,Middle,Yasuo,-3705,-3343
EUW1_7706477998,10,25,Red,Support,Milio,-1000,-532
EUW1_7706477998,6,25,Red,Top,Malphite,3298,5010
EUW1_7706477998,4,30,Blue,Bottom,Sivir,-1519,-889
EUW1_7706477998,2,30,Blue,Jungle,Jarvan IV,-614,1127
EUW1_7706477998,3,30,Blue,Middle,Zed,3384,1556
EUW1_7706477998,5,30,Blue,Support,Zyra,362,-1907
EUW1_7706477998,1,30,Blue,Top,Aatrox,-4063,-5704
EUW1_7706477998,9,30,Red,Bottom,Aphelios,1519,889
EUW1_7706477998,7,30,Red,Jungle,Amumu,614,-1127
EUW1_7706477998,8,30,Red,Middle,Yasuo,-3384,-1556
EUW1_7706477998,10,30,Red,Support,Milio,-362,1907
EUW1_7706477998,6,30,Red,Top,Malphite,4063,5704
EUW1_7706477998,4,35,Blue,Bottom,Sivir,721,783
EUW1_7706477998,2,35,Blue,Jungle,Jarvan IV,-980,1242
EUW1_7706477998,3,35,Blue,Middle,Zed,2745,1227
EUW1_7706477998,5,35,Blue,Support,Zyra,116,-1661
EUW1_7706477998,1,35,Blue,Top,Aatrox,-3062,-3201
EUW1_7706477998,9,35,Red,Bottom,Aphelios,-721,-783
EUW1_7706477998,7,35,Red,Jungle,Amumu,980,-1242
EUW1_7706477998,8,35,Red,Middle,Yasuo,-2745,-1227
EUW1_7706477998,10,35,Red,Support,Milio,-116,1661
EUW1_7706477998,6,35,Red,Top,Malphite,3062,3201
EUW1_7706477998,4,40,Blue,Bottom,Sivir,1007,1098
EUW1_7706477998,2,40,Blue,Jungle,Jarvan IV,-652,1809
EUW1_7706477998,3,40,Blue,Middle,Zed,1377,-378
EUW1_7706477998,5,40,Blue,Support,Zyra,211,-1505
EUW1_7706477998,1,40,Blue,Top,Aatrox,-2098,-888
EUW1_7706477998,9,40,Red,Bottom,Aphelios,-1007,-1098
EUW1_7706477998,7,40,Red,Jungle,Amumu,652,-1809
EUW1_7706477998,8,40,Red,Middle,Yasuo,-1377,378
EUW1_7706477998,10,40,Red,Support,Milio,-211,1505
EUW1_7706477998,6,40,Red,Top,Malphite,2098,888
EUW1_7706477998,4,45,Blue,Bottom,Sivir,2565,2286
EUW1_7706477998,2,45,Blue,Jungle,Jarvan IV,-742,2297
EUW1_7706477998,3,45,Blue,Middle,Zed,381,-1111
EUW1_7706477998,5,45,Blue,Support,Zyra,1187,3
EUW1_7706477998,1,45,Blue,Top,Aatrox,-1352,865
EUW1_7706477998,9,45,Red,Bottom,Aphelios,-2565,-2286
EUW1_7706477998,7,45,Red,Jungle,Amumu,742,-2297
