MATCH_ID,PARTICIPANT_POS_ID,MINUTE,TEAM,LANE,CHAMPION,GOLD_DIFF,XP_DIFF
EUW1_7706478553,6,25,Red,Top,Sion,76,-1924
EUW1_7706478553,4,30,Blue,Bottom,Corki,-1192,1221
EUW1_7706478553,2,30,Blue,Jungle,Khazix,2097,436
EUW1_7706478553,3,30,Blue,Middle,Syndra,1992,1768
EUW1_7706478553,5,30,Blue,Support,Rakan,-600,-722
EUW1_7706478553,1,30,Blue,Top,Volibear,-153,1245
EUW1_7706478553,9,30,Red,Bottom,Aphelios,1192,-1221
EUW1_7706478553,7,30,Red,Jungle,Naafiri,-2097,-436
EUW1_7706478553,8,30,Red,Middle,Akali,-1992,-1768
EUW1_7706478553,10,30,Red,Support,Yuumi,600,722
EUW1_7706478553,6,30,Red,Top,Sion,153,-1245
EUW1_7706478553,4,35,Blue,Bottom,Corki,-2605,-594
EUW1_7706478553,2,35,Blue,Jungle,Khazix,1894,480
EUW1_7706478553,3,35,Blue,Middle,Syndra,2476,1863
EUW1_7706478553,5,35,Blue,Support,Rakan,-1166,-3232
EUW1_7706478553,1,35,Blue,Top,Volibear,-1053,341
EUW1_7706478553,9,35,Red,Bottom,Aphelios,2605,594
EUW1_7706478553,7,35,Red,Jungle,Naafiri,-1894,-480
EUW1_7706478553,8,35,Red,Middle,Akali,-2476,-1863
EUW1_7706478553,10,35,Red,Support,Yuumi,1166,3232
EUW1_7706478553,6,35,Red,Top,Sion,1053,-341
EUW1_7706478553,4,40,Blue,Bottom,Corki,-568,2370
EUW1_7706478553,2,40,Blue,Jungle,Khazix,2207,646
EUW1_7706478553,3,40,Blue,Middle,Syndra,954,1131
EUW1_7706478553,5,40,Blue,Support,Rakan,-601,-1165
EUW1_7706478553,1,40,Blue,Top,Volibear,757,2599
EUW1_7706478553,9,40,Red,Bottom,Aphelios,568,-2370
EUW1_7706478553,7,40,Red,Jungle,Naafiri,-2207,-646
EUW1_7706478553,8,40,Red,Middle,Akali,-954,-1131
EUW1_7706478553,10,40,Red,Support,Yuumi,601,1165
EUW1_7706478553,6,40,Red,Top,Sion,-757,-2599
EUW1_7706478571,4,5,Blue,Bottom,Varus,348,-81
EUW1_7706478571,2,5,Blue,Jungle,Zed,-153,-233
EUW1_7706478571,3,5,Blue,Middle,Viktor,207,41
EUW1_7706478571,5,5,Blue,Support,Braum,36,43
EUW1_7706478571,1,5,Blue,Top,Ornn,-684,-319
EUW1_7706478571,9,5,Red,Bottom,Lucian,-348,81
EUW1_7706478571,7,5,Red,Jungle,Dr Mundo,153,233
EUW1_7706478571,8,5,Red,Middle,Sylas,-207,-41
EUW1_7706478571,10,5,Red,Support,Milio,-36,-43
EUW1_7706478571,6,5,Red,Top,Cassiopeia,684,319
EUW1_7706478571,4,10,Blue,Bottom,Varus,1768,852
EUW1_7706478571,2,10,Blue,Jungle,Zed,1197,859
EUW1_7706478571,3,10,Blue,Middle,Viktor,934,759
EUW1_7706478571,5,10,Blue,Support,Braum,451,-201
EUW1_7706478571,1,10,Blue,Top,Ornn,-830,49
EUW1_7706478571,9,10,Red,Bottom,Lucian,-1768,-852
EUW1_7706478571,7,10,Red,Jungle,Dr Mundo,-1197,-859
EUW1_7706478571,8,10,Red,Middle,Sylas,-934,-759
EUW1_7706478571,10,10,Red,Support,Milio,-451,201
EUW1_7706478571,6,10,Red,Top,Cassiopeia,830,-49
EUW1_7706478571,4,15,Blue,Bottom,Varus,3998,2565
EUW1_7706478571,2,15,Blue,Jungle,Zed,3184,3003
EUW1_7706478571,3,15,Blue,Middle,Viktor,2201,2019
EUW1_7706478571,5,15,Blue,Support,Braum,857,165
EUW1_7706478571,1,15,Blue,Top,Ornn,-899,776
EUW1_7706478571,9,15,Red,Bottom,Lucian,-3998,-2565
EUW1_7706478571,7,15,Red,Jungle,Dr Mundo,-3184,-3003
EUW1_7706478571,8,15,Red,Middle,Sylas,-2201,-2019
EUW1_7706478571,10,15,Red,Support,Milio,-857,-165
EUW1_7706478571,6,15,Red,Top,Cassiopeia,899,-776
EUW1_7706478571,4,20,Blue,Bottom,Varus,3658,4237
EUW1_7706478571,2,20,Blue,Jungle,Zed,5655,4850
EUW1_7706478571,3,20,Blue,Middle,Viktor,2475,2687
EUW1_7706478571,5,20,Blue,Support,Braum,1202,-81
EUW1_7706478571,1,20,Blue,Top,Ornn,-2960,-530
EUW1_7706478571,9,20,Red,Bottom,Lucian,-3658,-4237
